計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2013/12/27,11,265,173,,,,,,,,,
2013/12/27,12,277,173,,,,,,,,,
2013/12/27,13,275,181,,,,,,,,,
2013/12/27,14,281,166,,,,,,,,,
2013/12/27,15,268,175,,,,,,,,,
2013/12/27,16,273,176,,,,,,,,,
2013/12/27,17,279,170,,,,,,,,,
2013/12/27,18,276,165,,,,,,,,,
2013/12/27,19,270,172,,,,,,,,,
2013/12/27,20,271,168,,,,,,,,,
2013/12/27,21,249,160,,,,,,,,,
2013/12/27,22,188,110,,,,,,,,,
2013/12/27,23,75,56,,,,,,,,,
2013/12/27,24,70,46,,,,,,,,,
2013/12/28,01,66,46,,,,,,,,,
2013/12/28,02,62,41,,,,,,,,,
2013/12/28,03,62,39,,,,,,,,,
2013/12/28,04,76,42,,,,,,,,,
2013/12/28,05,58,37,,,,,,,,,
2013/12/28,06,79,32,,,,,,,,,
2013/12/28,07,129,53,,,,,,,,,
2013/12/28,08,224,139,,,,,,,,,
2013/12/28,09,247,146,,,,,,,,,
2013/12/28,10,245,150,,,,,,,,,
2013/12/28,11,250,152,,,,,,,,,
2013/12/28,12,262,155,,,,,,,,,
2013/12/28,13,254,159,,,,,,,,,
2013/12/28,14,260,148,,,,,,,,,
2013/12/28,15,249,160,,,,,,,,,
2013/12/28,16,257,156,,,,,,,,,
2013/12/28,17,254,150,,,,,,,,,
2013/12/28,18,257,148,,,,,,,,,
2013/12/28,19,251,154,,,,,,,,,
2013/12/28,20,246,150,,,,,,,,,
2013/12/28,21,228,141,,,,,,,,,
2013/12/28,22,151,68,,,,,,,,,
2013/12/28,23,94,44,,,,,,,,,
2013/12/28,24,69,39,,,,,,,,,
2013/12/29,01,64,39,,,,,,,,,
2013/12/29,02,63,36,,,,,,,,,
2013/12/29,03,63,35,,,,,,,,,
2013/12/29,04,72,35,,,,,,,,,
2013/12/29,05,68,38,,,,,,,,,
2013/12/29,06,87,31,,,,,,,,,
2013/12/29,07,132,56,,,,,,,,,
2013/12/29,08,237,141,,,,,,,,,
2013/12/29,09,255,150,,,,,,,,,
2013/12/29,10,265,163,,,,,,,,,
2013/12/29,11,272,167,,,,,,,,,
2013/12/29,12,279,161,,,,,,,,,
2013/12/29,13,280,170,,,,,,,,,
2013/12/29,14,294,158,,,,,,,,,
2013/12/29,15,286,170,,,,,,,,,
2013/12/29,16,286,174,,,,,,,,,
2013/12/29,17,281,168,,,,,,,,,
2013/12/29,18,279,164,,,,,,,,,
2013/12/29,19,266,166,,,,,,,,,
2013/12/29,20,264,163,,,,,,,,,
2013/12/29,21,237,150,,,,,,,,,
2013/12/29,22,117,48,,,,,,,,,
2013/12/29,23,71,50,,,,,,,,,
2013/12/29,24,71,45,,,,,,,,,
2013/12/30,01,65,43,,,,,,,,,
2013/12/30,02,66,41,,,,,,,,,
2013/12/30,03,65,39,,,,,,,,,
2013/12/30,04,75,43,,,,,,,,,
2013/12/30,05,73,43,,,,,,,,,
2013/12/30,06,113,39,,,,,,,,,
2013/12/30,07,136,65,,,,,,,,,
2013/12/30,08,248,156,,,,,,,,,
2013/12/30,09,268,164,,,,,,,,,
2013/12/30,10,269,171,,,,,,,,,
2013/12/30,11,272,175,,,,,,,,,
2013/12/30,12,281,168,,,,,,,,,
2013/12/30,13,277,171,,,,,,,,,
2013/12/30,14,273,159,,,,,,,,,
2013/12/30,15,279,177,,,,,,,,,
2013/12/30,16,282,179,,,,,,,,,
2013/12/30,17,276,175,,,,,,,,,
2013/12/30,18,269,166,,,,,,,,,
2013/12/30,19,269,177,,,,,,,,,
2013/12/30,20,267,170,,,,,,,,,
2013/12/30,21,242,152,,,,,,,,,
2013/12/30,22,133,58,,,,,,,,,
2013/12/30,23,84,63,,,,,,,,,
2013/12/30,24,74,50,,,,,,,,,
2013/12/31,01,70,48,,,,,,,,,
2013/12/31,02,69,45,,,,,,,,,
2013/12/31,03,66,41,,,,,,,,,
2013/12/31,04,86,45,,,,,,,,,
2013/12/31,05,85,42,,,,,,,,,
2013/12/31,06,131,41,,,,,,,,,
2013/12/31,07,154,70,,,,,,,,,
2013/12/31,08,254,159,,,,,,,,,
2013/12/31,09,286,170,,,,,,,,,
2013/12/31,10,278,178,,,,,,,,,
2013/12/31,11,279,174,,,,,,,,,
2013/12/31,12,278,165,,,,,,,,,
2013/12/31,13,264,164,,,,,,,,,
2013/12/31,14,274,155,,,,,,,,,
2013/12/31,15,274,179,,,,,,,,,
2013/12/31,16,298,188,,,,,,,,,
2013/12/31,17,300,182,,,,,,,,,
2013/12/31,18,277,174,,,,,,,,,
2013/12/31,19,270,177,,,,,,,,,
2013/12/31,20,137,96,,,,,,,,,
2013/12/31,21,81,50,,,,,,,,,
2013/12/31,22,84,42,,,,,,,,,
2013/12/31,23,73,52,,,,,,,,,
2013/12/31,24,73,45,,,,,,,,,
2014/01/01,01,68,46,,,,,,,,,
2014/01/01,02,68,41,,,,,,,,,
2014/01/01,03,69,41,,,,,,,,,
2014/01/01,04,83,41,,,,,,,,,
2014/01/01,05,72,40,,,,,,,,,
2014/01/01,06,74,28,,,,,,,,,
2014/01/01,07,71,48,,,,,,,,,
2014/01/01,08,159,132,,,,,,,,,
2014/01/01,09,242,164,,,,,,,,,
2014/01/01,10,247,174,,,,,,,,,
2014/01/01,11,261,175,,,,,,,,,
2014/01/01,12,260,161,,,,,,,,,
2014/01/01,13,249,163,,,,,,,,,
2014/01/01,14,258,157,,,,,,,,,
2014/01/01,15,260,178,,,,,,,,,
2014/01/01,16,261,181,,,,,,,,,
2014/01/01,17,260,171,,,,,,,,,
2014/01/01,18,248,156,,,,,,,,,
2014/01/01,19,91,59,,,,,,,,,
2014/01/01,20,73,41,,,,,,,,,
2014/01/01,21,69,37,,,,,,,,,
2014/01/01,22,73,30,,,,,,,,,
2014/01/01,23,65,44,,,,,,,,,
2014/01/01,24,62,36,,,,,,,,,
2014/01/02,01,58,35,,,,,,,,,
2014/01/02,02,60,33,,,,,,,,,
2014/01/02,03,59,32,,,,,,,,,
2014/01/02,04,68,34,,,,,,,,,
2014/01/02,05,54,31,,,,,,,,,
2014/01/02,06,65,20,,,,,,,,,
2014/01/02,07,68,43,,,,,,,,,
2014/01/02,08,136,105,,,,,,,,,
2014/01/02,09,180,109,,,,,,,,,
2014/01/02,10,209,128,,,,,,,,,
2014/01/02,11,241,147,,,,,,,,,
2014/01/02,12,251,148,,,,,,,,,
2014/01/02,13,259,159,,,,,,,,,
2014/01/02,14,253,148,,,,,,,,,
2014/01/02,15,264,168,,,,,,,,,
2014/01/02,16,257,164,,,,,,,,,
2014/01/02,17,263,160,,,,,,,,,
2014/01/02,18,241,149,,,,,,,,,
2014/01/02,19,237,148,,,,,,,,,
2014/01/02,20,236,146,,,,,,,,,
2014/01/02,21,100,39,,,,,,,,,
2014/01/02,22,69,28,,,,,,,,,
2014/01/02,23,59,39,,,,,,,,,
2014/01/02,24,60,34,,,,,,,,,
2014/01/03,01,55,32,,,,,,,,,
2014/01/03,02,57,32,,,,,,,,,
2014/01/03,03,56,31,,,,,,,,,
2014/01/03,04,65,34,,,,,,,,,
2014/01/03,05,52,29,,,,,,,,,
2014/01/03,06,63,18,,,,,,,,,
2014/01/03,07,73,48,,,,,,,,,
2014/01/03,08,186,133,,,,,,,,,
2014/01/03,09,219,151,,,,,,,,,
2014/01/03,10,231,164,,,,,,,,,
2014/01/03,11,259,166,,,,,,,,,
2014/01/03,12,266,161,,,,,,,,,
2014/01/03,13,245,159,,,,,,,,,
2014/01/03,14,254,148,,,,,,,,,
2014/01/03,15,261,166,,,,,,,,,
2014/01/03,16,270,176,,,,,,,,,
2014/01/03,17,276,173,,,,,,,,,
2014/01/03,18,266,168,,,,,,,,,
2014/01/03,19,260,166,,,,,,,,,
2014/01/03,20,249,162,,,,,,,,,
2014/01/03,21,98,48,,,,,,,,,
2014/01/03,22,74,34,,,,,,,,,
2014/01/03,23,67,49,,,,,,,,,
2014/01/03,24,64,40,,,,,,,,,
2014/01/04,01,59,39,,,,,,,,,
2014/01/04,02,59,35,,,,,,,,,
2014/01/04,03,69,35,,,,,,,,,
2014/01/04,04,76,39,,,,,,,,,
2014/01/04,05,56,35,,,,,,,,,
2014/01/04,06,74,26,,,,,,,,,
2014/01/04,07,106,57,,,,,,,,,
2014/01/04,08,236,146,,,,,,,,,
2014/01/04,09,262,159,,,,,,,,,
2014/01/04,10,266,165,,,,,,,,,
2014/01/04,11,266,167,,,,,,,,,
2014/01/04,12,270,168,,,,,,,,,
2014/01/04,13,256,161,,,,,,,,,
2014/01/04,14,262,153,,,,,,,,,
2014/01/04,15,279,174,,,,,,,,,
2014/01/04,16,267,173,,,,,,,,,
2014/01/04,17,267,169,,,,,,,,,
2014/01/04,18,256,160,,,,,,,,,
2014/01/04,19,254,169,,,,,,,,,
2014/01/04,20,252,160,,,,,,,,,
2014/01/04,21,239,152,,,,,,,,,
2014/01/04,22,102,45,,,,,,,,,
2014/01/04,23,69,52,,,,,,,,,
2014/01/04,24,67,43,,,,,,,,,
2014/01/05,01,62,42,,,,,,,,,
2014/01/05,02,62,39,,,,,,,,,
2014/01/05,03,64,38,,,,,,,,,
2014/01/05,04,84,42,,,,,,,,,
2014/01/05,05,58,37,,,,,,,,,
2014/01/05,06,68,26,,,,,,,,,
2014/01/05,07,103,51,,,,,,,,,
2014/01/05,08,229,143,,,,,,,,,
2014/01/05,09,280,157,,,,,,,,,
2014/01/05,10,280,166,,,,,,,,,
2014/01/05,11,275,170,,,,,,,,,
2014/01/05,12,276,164,,,,,,,,,
2014/01/05,13,265,166,,,,,,,,,
2014/01/05,14,273,157,,,,,,,,,
2014/01/05,15,268,175,,,,,,,,,
2014/01/05,16,276,178,,,,,,,,,
2014/01/05,17,288,176,,,,,,,,,
2014/01/05,18,264,166,,,,,,,,,
2014/01/05,19,257,162,,,,,,,,,
2014/01/05,20,256,162,,,,,,,,,
2014/01/05,21,242,155,,,,,,,,,
2014/01/05,22,170,95,,,,,,,,,
2014/01/05,23,71,52,,,,,,,,,
2014/01/05,24,68,44,,,,,,,,,
2014/01/06,01,61,40,,,,,,,,,
2014/01/06,02,62,37,,,,,,,,,
2014/01/06,03,63,37,,,,,,,,,
2014/01/06,04,69,40,,,,,,,,,
2014/01/06,05,56,34,,,,,,,,,
2014/01/06,06,75,26,,,,,,,,,
2014/01/06,07,88,48,,,,,,,,,
2014/01/06,08,209,116,,,,,,,,,
2014/01/06,09,254,148,,,,,,,,,
2014/01/06,10,256,159,,,,,,,,,
2014/01/06,11,253,160,,,,,,,,,
2014/01/06,12,261,161,,,,,,,,,
2014/01/06,13,251,164,,,,,,,,,
2014/01/06,14,259,153,,,,,,,,,
2014/01/06,15,257,169,,,,,,,,,
2014/01/06,16,263,164,,,,,,,,,
2014/01/06,17,258,161,,,,,,,,,
2014/01/06,18,251,158,,,,,,,,,
2014/01/06,19,250,161,,,,,,,,,
2014/01/06,20,247,157,,,,,,,,,
2014/01/06,21,217,138,,,,,,,,,
2014/01/06,22,110,37,,,,,,,,,
2014/01/06,23,68,47,,,,,,,,,
2014/01/06,24,65,39,,,,,,,,,
2014/01/07,01,60,37,,,,,,,,,
2014/01/07,02,62,35,,,,,,,,,
2014/01/07,03,61,35,,,,,,,,,
2014/01/07,04,72,39,,,,,,,,,
2014/01/07,05,56,33,,,,,,,,,
2014/01/07,06,77,34,,,,,,,,,
2014/01/07,07,133,106,,,,,,,,,
2014/01/07,08,210,141,,,,,,,,,
2014/01/07,09,264,154,,,,,,,,,
2014/01/07,10,260,164,,,,,,,,,
2014/01/07,11,249,156,,,,,,,,,
2014/01/07,12,255,150,,,,,,,,,
2014/01/07,13,247,153,,,,,,,,,
2014/01/07,14,251,139,,,,,,,,,
2014/01/07,15,249,164,,,,,,,,,
2014/01/07,16,267,171,,,,,,,,,
2014/01/07,17,270,170,,,,,,,,,
2014/01/07,18,258,166,,,,,,,,,
2014/01/07,19,260,166,,,,,,,,,
2014/01/07,20,259,164,,,,,,,,,
2014/01/07,21,244,155,,,,,,,,,
2014/01/07,22,101,40,,,,,,,,,
2014/01/07,23,70,50,,,,,,,,,
2014/01/07,24,69,43,,,,,,,,,
2014/01/08,01,64,41,,,,,,,,,
2014/01/08,02,63,37,,,,,,,,,
2014/01/08,03,64,39,,,,,,,,,
2014/01/08,04,72,41,,,,,,,,,
2014/01/08,05,59,35,,,,,,,,,
2014/01/08,06,76,27,,,,,,,,,
2014/01/08,07,96,63,,,,,,,,,
2014/01/08,08,241,148,,,,,,,,,
2014/01/08,09,268,164,,,,,,,,,
2014/01/08,10,265,168,,,,,,,,,
2014/01/08,11,267,168,,,,,,,,,
2014/01/08,12,271,163,,,,,,,,,
2014/01/08,13,259,167,,,,,,,,,
2014/01/08,14,273,164,,,,,,,,,
2014/01/08,15,270,178,,,,,,,,,
2014/01/08,16,285,183,,,,,,,,,
2014/01/08,17,275,177,,,,,,,,,
2014/01/08,18,276,175,,,,,,,,,
2014/01/08,19,265,175,,,,,,,,,
2014/01/08,20,273,178,,,,,,,,,
2014/01/08,21,243,159,,,,,,,,,
2014/01/08,22,119,55,,,,,,,,,
2014/01/08,23,80,67,,,,,,,,,
2014/01/08,24,77,57,,,,,,,,,
2014/01/09,01,70,52,,,,,,,,,
2014/01/09,02,71,50,,,,,,,,,
2014/01/09,03,69,48,,,,,,,,,
2014/01/09,04,80,52,,,,,,,,,
2014/01/09,05,67,50,,,,,,,,,
2014/01/09,06,76,37,,,,,,,,,
2014/01/09,07,116,66,,,,,,,,,
2014/01/09,08,235,152,,,,,,,,,
2014/01/09,09,252,153,,,,,,,,,
2014/01/09,10,260,160,,,,,,,,,
2014/01/09,11,267,170,,,,,,,,,
2014/01/09,12,271,170,,,,,,,,,
2014/01/09,13,254,162,,,,,,,,,
2014/01/09,14,259,155,,,,,,,,,
2014/01/09,15,267,177,,,,,,,,,
2014/01/09,16,266,174,,,,,,,,,
2014/01/09,17,260,166,,,,,,,,,
2014/01/09,18,252,155,,,,,,,,,
2014/01/09,19,247,153,,,,,,,,,
2014/01/09,20,245,152,,,,,,,,,
2014/01/09,21,221,138,,,,,,,,,
2014/01/09,22,98,37,,,,,,,,,
2014/01/09,23,69,49,,,,,,,,,
2014/01/09,24,65,39,,,,,,,,,
2014/01/10,01,58,35,,,,,,,,,
2014/01/10,02,61,35,,,,,,,,,
2014/01/10,03,60,35,,,,,,,,,
2014/01/10,04,69,36,,,,,,,,,
2014/01/10,05,55,31,,,,,,,,,
2014/01/10,06,66,22,,,,,,,,,
2014/01/10,07,117,88,,,,,,,,,
2014/01/10,08,202,124,,,,,,,,,
2014/01/10,09,247,143,,,,,,,,,
2014/01/10,10,250,152,,,,,,,,,
2014/01/10,11,259,157,,,,,,,,,
2014/01/10,12,270,159,,,,,,,,,
2014/01/10,13,262,164,,,,,,,,,
2014/01/10,14,269,152,,,,,,,,,
2014/01/10,15,266,169,,,,,,,,,
2014/01/10,16,265,168,,,,,,,,,
2014/01/10,17,265,162,,,,,,,,,
2014/01/10,18,258,154,,,,,,,,,
2014/01/10,19,253,158,,,,,,,,,
2014/01/10,20,250,152,,,,,,,,,
2014/01/10,21,232,146,,,,,,,,,
2014/01/10,22,115,40,,,,,,,,,
2014/01/10,23,64,42,,,,,,,,,
2014/01/10,24,62,35,,,,,,,,,
2014/01/11,01,57,33,,,,,,,,,
2014/01/11,02,59,30,,,,,,,,,
2014/01/11,03,59,30,,,,,,,,,
2014/01/11,04,66,30,,,,,,,,,
2014/01/11,05,52,26,,,,,,,,,
2014/01/11,06,69,17,,,,,,,,,
2014/01/11,07,114,73,,,,,,,,,
2014/01/11,08,229,130,,,,,,,,,
2014/01/11,09,272,144,,,,,,,,,
2014/01/11,10,269,157,,,,,,,,,
2014/01/11,11,267,157,,,,,,,,,
2014/01/11,12,289,166,,,,,,,,,
2014/01/11,13,270,168,,,,,,,,,
2014/01/11,14,276,157,,,,,,,,,
2014/01/11,15,265,169,,,,,,,,,
2014/01/11,16,263,170,,,,,,,,,
2014/01/11,17,268,163,,,,,,,,,
2014/01/11,18,261,157,,,,,,,,,
2014/01/11,19,256,158,,,,,,,,,
2014/01/11,20,254,153,,,,,,,,,
2014/01/11,21,239,146,,,,,,,,,
2014/01/11,22,106,40,,,,,,,,,
2014/01/11,23,66,46,,,,,,,,,
2014/01/11,24,66,40,,,,,,,,,
2014/01/12,01,59,37,,,,,,,,,
2014/01/12,02,62,36,,,,,,,,,
2014/01/12,03,62,35,,,,,,,,,
2014/01/12,04,84,37,,,,,,,,,
2014/01/12,05,62,32,,,,,,,,,
2014/01/12,06,67,23,,,,,,,,,
2014/01/12,07,128,75,,,,,,,,,
2014/01/12,08,237,133,,,,,,,,,
2014/01/12,09,266,144,,,,,,,,,
2014/01/12,10,276,161,,,,,,,,,
2014/01/12,11,277,165,,,,,,,,,
2014/01/12,12,280,161,,,,,,,,,
2014/01/12,13,285,161,,,,,,,,,
2014/01/12,14,290,157,,,,,,,,,
2014/01/12,15,286,177,,,,,,,,,
2014/01/12,16,294,181,,,,,,,,,
2014/01/12,17,286,178,,,,,,,,,
2014/01/12,18,282,168,,,,,,,,,
2014/01/12,19,269,171,,,,,,,,,
2014/01/12,20,264,161,,,,,,,,,
2014/01/12,21,244,150,,,,,,,,,
2014/01/12,22,124,52,,,,,,,,,
2014/01/12,23,69,50,,,,,,,,,
2014/01/12,24,70,45,,,,,,,,,
2014/01/13,01,62,41,,,,,,,,,
2014/01/13,02,63,39,,,,,,,,,
2014/01/13,03,62,37,,,,,,,,,
2014/01/13,04,71,39,,,,,,,,,
2014/01/13,05,56,33,,,,,,,,,
2014/01/13,06,68,23,,,,,,,,,
2014/01/13,07,98,51,,,,,,,,,
2014/01/13,08,226,130,,,,,,,,,
2014/01/13,09,256,141,,,,,,,,,
2014/01/13,10,250,150,,,,,,,,,
2014/01/13,11,260,158,,,,,,,,,
2014/01/13,12,272,157,,,,,,,,,
2014/01/13,13,265,165,,,,,,,,,
2014/01/13,14,277,154,,,,,,,,,
2014/01/13,15,271,167,,,,,,,,,
2014/01/13,16,272,164,,,,,,,,,
2014/01/13,17,276,158,,,,,,,,,
2014/01/13,18,262,152,,,,,,,,,
2014/01/13,19,249,149,,,,,,,,,
2014/01/13,20,250,145,,,,,,,,,
2014/01/13,21,221,125,,,,,,,,,
2014/01/13,22,107,38,,,,,,,,,
2014/01/13,23,66,45,,,,,,,,,
2014/01/13,24,66,39,,,,,,,,,
2014/01/14,01,59,37,,,,,,,,,
2014/01/14,02,60,35,,,,,,,,,
2014/01/14,03,62,34,,,,,,,,,
2014/01/14,04,69,35,,,,,,,,,
2014/01/14,05,61,32,,,,,,,,,
2014/01/14,06,67,23,,,,,,,,,
2014/01/14,07,110,81,,,,,,,,,
2014/01/14,08,220,126,,,,,,,,,
2014/01/14,09,275,150,,,,,,,,,
2014/01/14,10,259,155,,,,,,,,,
2014/01/14,11,265,156,,,,,,,,,
2014/01/14,12,269,155,,,,,,,,,
2014/01/14,13,263,164,,,,,,,,,
2014/01/14,14,263,153,,,,,,,,,
2014/01/14,15,261,173,,,,,,,,,
2014/01/14,16,274,170,,,,,,,,,
2014/01/14,17,270,166,,,,,,,,,
2014/01/14,18,272,161,,,,,,,,,
2014/01/14,19,230,99,,,,,,,,,
2014/01/14,20,224,83,,,,,,,,,
2014/01/14,21,207,81,,,,,,,,,
2014/01/14,22,108,26,,,,,,,,,
2014/01/14,23,66,30,,,,,,,,,
2014/01/14,24,63,23,,,,,,,,,
2014/01/15,01,59,24,,,,,,,,,
2014/01/15,02,60,22,,,,,,,,,
2014/01/15,03,60,21,,,,,,,,,
2014/01/15,04,67,23,,,,,,,,,
2014/01/15,05,54,18,,,,,,,,,
2014/01/15,06,65,12,,,,,,,,,
2014/01/15,07,90,41,,,,,,,,,
2014/01/15,08,188,64,,,,,,,,,
2014/01/15,09,249,135,,,,,,,,,
2014/01/15,10,258,157,,,,,,,,,
2014/01/15,11,261,164,,,,,,,,,
2014/01/15,12,258,139,,,,,,,,,
2014/01/15,13,258,152,,,,,,,,,
2014/01/15,14,262,140,,,,,,,,,
2014/01/15,15,270,161,,,,,,,,,
2014/01/15,16,275,166,,,,,,,,,
2014/01/15,17,272,159,,,,,,,,,
2014/01/15,18,264,156,,,,,,,,,
2014/01/15,19,264,165,,,,,,,,,
2014/01/15,20,270,168,,,,,,,,,
2014/01/15,21,246,155,,,,,,,,,
2014/01/15,22,136,67,,,,,,,,,
2014/01/15,23,70,55,,,,,,,,,
2014/01/15,24,66,43,,,,,,,,,
2014/01/16,01,61,41,,,,,,,,,
2014/01/16,02,61,38,,,,,,,,,
2014/01/16,03,62,39,,,,,,,,,
2014/01/16,04,70,40,,,,,,,,,
2014/01/16,05,56,37,,,,,,,,,
2014/01/16,06,74,26,,,,,,,,,
2014/01/16,07,90,52,,,,,,,,,
2014/01/16,08,237,140,,,,,,,,,
2014/01/16,09,261,151,,,,,,,,,
2014/01/16,10,265,160,,,,,,,,,
2014/01/16,11,257,159,,,,,,,,,
2014/01/16,12,263,156,,,,,,,,,
2014/01/16,13,258,168,,,,,,,,,
2014/01/16,14,263,153,,,,,,,,,
2014/01/16,15,271,173,,,,,,,,,
2014/01/16,16,272,168,,,,,,,,,
2014/01/16,17,262,166,,,,,,,,,
2014/01/16,18,270,162,,,,,,,,,
2014/01/16,19,266,168,,,,,,,,,
2014/01/16,20,263,166,,,,,,,,,
2014/01/16,21,243,155,,,,,,,,,
2014/01/16,22,117,61,,,,,,,,,
2014/01/16,23,69,54,,,,,,,,,
2014/01/16,24,65,43,,,,,,,,,
2014/01/17,01,59,40,,,,,,,,,
2014/01/17,02,61,39,,,,,,,,,
2014/01/17,03,61,38,,,,,,,,,
2014/01/17,04,68,39,,,,,,,,,
2014/01/17,05,55,35,,,,,,,,,
2014/01/17,06,74,26,,,,,,,,,
2014/01/17,07,121,76,,,,,,,,,
2014/01/17,08,234,139,,,,,,,,,
2014/01/17,09,262,147,,,,,,,,,
2014/01/17,10,265,156,,,,,,,,,
2014/01/17,11,264,156,,,,,,,,,
2014/01/17,12,270,159,,,,,,,,,
2014/01/17,13,267,168,,,,,,,,,
2014/01/17,14,275,155,,,,,,,,,
2014/01/17,15,270,170,,,,,,,,,
2014/01/17,16,270,168,,,,,,,,,
2014/01/17,17,262,164,,,,,,,,,
2014/01/17,18,266,155,,,,,,,,,
2014/01/17,19,264,160,,,,,,,,,
2014/01/17,20,273,163,,,,,,,,,
2014/01/17,21,246,155,,,,,,,,,
2014/01/17,22,162,83,,,,,,,,,
2014/01/17,23,116,56,,,,,,,,,
2014/01/17,24,113,48,,,,,,,,,
2014/01/18,01,63,43,,,,,,,,,
2014/01/18,02,64,39,,,,,,,,,
2014/01/18,03,65,40,,,,,,,,,
2014/01/18,04,74,40,,,,,,,,,
2014/01/18,05,57,36,,,,,,,,,
2014/01/18,06,69,25,,,,,,,,,
2014/01/18,07,106,73,,,,,,,,,
2014/01/18,08,222,126,,,,,,,,,
2014/01/18,09,249,145,,,,,,,,,
2014/01/18,10,253,155,,,,,,,,,
2014/01/18,11,252,154,,,,,,,,,
2014/01/18,12,262,155,,,,,,,,,
2014/01/18,13,251,156,,,,,,,,,
2014/01/18,14,244,139,,,,,,,,,
2014/01/18,15,253,165,,,,,,,,,
2014/01/18,16,273,169,,,,,,,,,
2014/01/18,17,261,168,,,,,,,,,
2014/01/18,18,261,159,,,,,,,,,
2014/01/18,19,256,164,,,,,,,,,
2014/01/18,20,257,159,,,,,,,,,
2014/01/18,21,237,152,,,,,,,,,
2014/01/18,22,165,91,,,,,,,,,
2014/01/18,23,84,54,,,,,,,,,
2014/01/18,24,67,44,,,,,,,,,
2014/01/19,01,63,43,,,,,,,,,
2014/01/19,02,64,39,,,,,,,,,
2014/01/19,03,63,39,,,,,,,,,
2014/01/19,04,82,38,,,,,,,,,
2014/01/19,05,70,35,,,,,,,,,
2014/01/19,06,73,26,,,,,,,,,
2014/01/19,07,122,82,,,,,,,,,
2014/01/19,08,223,136,,,,,,,,,
2014/01/19,09,269,152,,,,,,,,,
2014/01/19,10,270,159,,,,,,,,,
2014/01/19,11,266,163,,,,,,,,,
2014/01/19,12,283,161,,,,,,,,,
2014/01/19,13,284,167,,,,,,,,,
2014/01/19,14,283,152,,,,,,,,,
2014/01/19,15,265,165,,,,,,,,,
2014/01/19,16,251,121,,,,,,,,,
2014/01/19,17,249,134,,,,,,,,,
2014/01/19,18,252,148,,,,,,,,,
2014/01/19,19,247,146,,,,,,,,,
2014/01/19,20,248,125,,,,,,,,,
2014/01/19,21,229,118,,,,,,,,,
2014/01/19,22,115,35,,,,,,,,,
2014/01/19,23,64,36,,,,,,,,,
2014/01/19,24,61,30,,,,,,,,,
2014/01/20,01,57,29,,,,,,,,,
2014/01/20,02,58,27,,,,,,,,,
2014/01/20,03,59,28,,,,,,,,,
2014/01/20,04,63,28,,,,,,,,,
2014/01/20,05,53,25,,,,,,,,,
2014/01/20,06,69,17,,,,,,,,,
2014/01/20,07,86,35,,,,,,,,,
2014/01/20,08,204,104,,,,,,,,,
2014/01/20,09,254,118,,,,,,,,,
2014/01/20,10,256,127,,,,,,,,,
2014/01/20,11,251,126,,,,,,,,,
2014/01/20,12,255,126,,,,,,,,,
2014/01/20,13,253,134,,,,,,,,,
2014/01/20,14,260,124,,,,,,,,,
2014/01/20,15,254,137,,,,,,,,,
2014/01/20,16,265,140,,,,,,,,,
2014/01/20,17,264,138,,,,,,,,,
2014/01/20,18,255,130,,,,,,,,,
2014/01/20,19,254,133,,,,,,,,,
2014/01/20,20,257,134,,,,,,,,,
2014/01/20,21,239,124,,,,,,,,,
2014/01/20,22,101,34,,,,,,,,,
2014/01/20,23,68,40,,,,,,,,,
2014/01/20,24,64,32,,,,,,,,,
2014/01/21,01,61,33,,,,,,,,,
2014/01/21,02,63,32,,,,,,,,,
2014/01/21,03,62,30,,,,,,,,,
2014/01/21,04,71,33,,,,,,,,,
2014/01/21,05,57,28,,,,,,,,,
2014/01/21,06,119,58,,,,,,,,,
2014/01/21,07,155,102,,,,,,,,,
2014/01/21,08,205,106,,,,,,,,,
2014/01/21,09,249,120,,,,,,,,,
2014/01/21,10,254,128,,,,,,,,,
2014/01/21,11,240,124,,,,,,,,,
2014/01/21,12,243,119,,,,,,,,,
2014/01/21,13,236,120,,,,,,,,,
2014/01/21,14,242,110,,,,,,,,,
2014/01/21,15,251,132,,,,,,,,,
2014/01/21,16,260,139,,,,,,,,,
2014/01/21,17,255,133,,,,,,,,,
2014/01/21,18,256,130,,,,,,,,,
2014/01/21,19,248,132,,,,,,,,,
2014/01/21,20,249,126,,,,,,,,,
2014/01/21,21,230,119,,,,,,,,,
2014/01/21,22,120,43,,,,,,,,,
2014/01/21,23,70,39,,,,,,,,,
2014/01/21,24,66,30,,,,,,,,,
2014/01/22,01,60,29,,,,,,,,,
2014/01/22,02,63,28,,,,,,,,,
2014/01/22,03,63,27,,,,,,,,,
2014/01/22,04,69,27,,,,,,,,,
2014/01/22,05,55,24,,,,,,,,,
2014/01/22,06,70,14,,,,,,,,,
2014/01/22,07,95,33,,,,,,,,,
2014/01/22,08,215,100,,,,,,,,,
2014/01/22,09,245,115,,,,,,,,,
2014/01/22,10,252,126,,,,,,,,,
2014/01/22,11,257,128,,,,,,,,,
2014/01/22,12,260,126,,,,,,,,,
2014/01/22,13,256,126,,,,,,,,,
2014/01/22,14,256,122,,,,,,,,,
2014/01/22,15,268,136,,,,,,,,,
2014/01/22,16,266,136,,,,,,,,,
2014/01/22,17,260,133,,,,,,,,,
2014/01/22,18,259,128,,,,,,,,,
2014/01/22,19,257,130,,,,,,,,,
2014/01/22,20,252,126,,,,,,,,,
